N,P,K,temperature,humidity,ph,rainfall,label,land_size,water_supply,preference_cereals,preference_vegetables,preference_fruits
35.45,58.32,60.75,27.35,94.18,6.69,8.19,Papaya,0.381,1,0,0,1
54.26,70.72,48.79,40.77,92.09,6.75,85.12,Papaya,0.461,1,0,0,1
44.46,63.06,41.69,26.27,90.8,6.65,165.23,Papaya,0.122,1,0,0,1
34.7,52.14,49.86,28.13,93.32,6.5,5.22,Papaya,0.508,0,0,0,1
39.36,71.41,46.8,34.28,90.56,6.83,5.09,Papaya,0.652,1,0,0,1
31.28,65.46,55.35,33.8,93.01,6.99,31.93,Papaya,0.134,1,0,0,1
67.0,64.57,57.66,31.53,90.87,6.51,45.7,Papaya,0.622,1,0,0,1
44.04,52.64,59.47,42.3,90.51,6.93,39.8,Papaya,0.898,1,0,0,1
54.57,44.84,54.05,24.64,90.62,6.71,7.78,Papaya,0.144,0,0,0,1
37.38,44.33,53.05,28.28,91.37,6.63,58.51,Papaya,0.196,1,0,0,1
62.2,39.59,48.15,24.49,92.98,6.76,63.55,Papaya,0.122,1,0,0,1
58.72,66.63,54.09,42.85,94.64,6.69,7.92,Papaya,0.889,1,0,0,1
62.03,53.75,61.74,43.68,93.11,6.61,54.61,Papaya,0.881,1,0,0,1
65.45,49.78,56.94,42.07,92.92,6.84,8.07,Papaya,0.745,1,0,0,1
45.86,66.86,53.13,33.47,92.13,6.83,8.21,Papaya,0.323,0,0,0,1
31.23,69.91,42.64,31.7,91.66,6.95,128.22,Papaya,0.855,1,0,0,1
38.61,62.49,51.24,41.42,90.04,6.67,31.64,Papaya,0.712,0,0,0,1
39.67,60.17,50.86,42.55,94.94,6.66,38.63,Papaya,0.873,1,0,0,1
40.61,73.45,61.43,28.92,94.64,6.68,6.18,Papaya,0.614,1,0,0,1
41.78,41.62,42.5,43.08,93.9,6.54,5.34,Papaya,0.919,1,0,0,1
39.27,55.77,49.18,29.2,93.97,6.84,22.54,Papaya,0.237,0,0,0,1
35.23,38.83,50.82,41.04,91.37,6.81,64.37,Papaya,0.235,1,0,0,1
43.26,45.3,56.08,25.62,93.18,6.76,41.32,Papaya,0.719,1,0,0,1
34.37,67.18,43.0,35.33,91.06,6.68,4.94,Papaya,0.746,1,0,0,1
80.53,59.62,58.53,24.43,92.28,6.58,70.75,Papaya,0.705,1,0,0,1
55.27,48.41,50.95,31.18,90.22,6.73,10.77,Papaya,0.766,1,0,0,1
65.65,74.89,52.32,31.88,91.33,6.52,8.28,Papaya,0.162,1,0,0,1
44.98,42.13,40.67,42.93,91.18,6.5,93.87,Papaya,0.624,0,0,0,1
42.45,61.1,54.04,23.11,94.32,6.76,14.36,Papaya,0.56,0,0,0,1
52.37,54.4,60.02,24.87,93.91,6.68,22.09,Papaya,0.688,1,0,0,1
64.8,49.69,52.94,43.36,93.35,6.94,76.28,Papaya,0.241,1,0,0,1
52.76,54.2,46.6,26.83,90.75,6.86,46.57,Papaya,0.723,1,0,0,1
75.09,58.56,55.6,30.42,93.13,6.58,7.07,Papaya,0.512,1,0,0,1
50.43,54.68,52.01,28.65,93.23,6.75,95.24,Papaya,0.952,1,0,0,1
45.75,51.75,54.59,32.5,93.48,6.89,4.43,Papaya,0.416,0,0,0,1
70.8,67.71,41.38,43.04,94.64,6.72,6.85,Papaya,0.679,0,0,0,1
44.78,55.67,54.58,30.11,90.35,6.83,87.49,Papaya,0.398,1,0,0,1
73.97,67.02,42.64,23.69,93.61,6.91,9.61,Papaya,0.129,1,0,0,1
46.68,76.49,46.34,35.68,93.31,6.59,9.68,Papaya,0.667,1,0,0,1
71.85,77.01,46.09,27.72,94.44,6.83,4.5,Papaya,0.138,1,0,0,1
55.18,57.06,41.68,35.27,92.38,6.82,194.02,Papaya,0.825,1,0,0,1
39.88,65.19,55.19,23.17,90.79,6.66,77.45,Papaya,0.666,1,0,0,1
62.58,46.14,52.48,33.09,92.25,6.77,6.11,Papaya,0.416,1,0,0,1
80.33,51.88,52.01,37.46,90.45,6.93,7.89,Papaya,0.324,1,0,0,1
37.67,41.76,44.08,38.73,94.74,6.58,2.85,Papaya,1.0,1,0,0,1
48.82,63.78,40.78,32.58,92.75,6.93,3.47,Papaya,0.462,1,0,0,1
46.86,55.31,46.57,38.38,93.1,6.99,3.26,Papaya,0.566,1,0,0,1
35.96,73.44,38.07,42.94,90.09,6.61,137.98,Papaya,0.666,0,0,0,1
56.42,59.74,54.79,25.65,92.75,6.81,4.41,Papaya,0.337,1,0,0,1
30.27,47.63,49.11,37.59,92.0,6.97,28.19,Papaya,0.415,1,0,0,1
34.25,44.37,47.66,29.61,93.16,6.57,18.02,Papaya,0.694,0,0,0,1
48.11,65.75,55.48,25.35,93.03,6.8,177.53,Papaya,0.903,1,0,0,1
45.07,65.82,60.75,25.93,93.02,6.96,84.45,Papaya,0.824,1,0,0,1
56.55,70.04,38.01,32.77,94.57,6.76,43.41,Papaya,0.31,0,0,0,1
53.47,67.95,63.53,29.02,90.2,6.62,22.56,Papaya,0.275,0,0,0,1
69.13,74.36,53.37,40.0,90.17,6.53,4.21,Papaya,0.973,1,0,0,1
42.69,59.7,60.76,33.32,91.25,6.71,46.13,Papaya,0.189,1,0,0,1
37.08,61.18,50.66,31.23,94.94,6.62,9.29,Papaya,0.961,1,0,0,1
68.21,51.44,61.45,26.68,92.96,6.58,2.92,Papaya,0.852,1,0,0,1
51.26,67.2,65.25,24.71,90.15,6.68,31.95,Papaya,0.61,0,0,0,1
56.61,72.46,46.83,38.2,93.97,6.75,22.4,Papaya,0.893,0,0,0,1
61.46,64.12,52.11,36.57,93.8,6.87,2.71,Papaya,0.541,1,0,0,1
49.77,52.97,48.0,26.05,93.69,6.74,10.12,Papaya,0.8,0,0,0,1
59.96,62.94,48.24,31.3,92.76,6.99,70.21,Papaya,0.889,1,0,0,1
41.89,68.37,45.81,40.1,94.35,6.98,1.13,Papaya,0.189,1,0,0,1
44.71,68.69,50.49,38.59,91.58,6.83,25.09,Papaya,0.155,1,0,0,1
40.45,74.71,57.01,41.31,91.15,6.62,1.29,Papaya,0.106,1,0,0,1
45.7,57.57,57.18,37.04,91.79,6.55,76.04,Papaya,0.505,1,0,0,1
43.04,55.84,59.31,23.01,91.07,6.6,9.13,Papaya,0.163,1,0,0,1
18.5,28.83,34.03,26.76,92.86,6.42,3.1,Coconut,6.852,0,0,0,1
34.51,23.53,28.57,25.61,94.31,5.74,48.14,Coconut,8.302,0,0,0,1
10.42,27.02,37.39,28.13,95.65,5.69,79.3,Coconut,8.799,1,0,0,1
2.3,16.8,30.24,25.03,91.54,6.29,35.71,Coconut,4.177,0,0,0,1
10.79,18.62,29.2,27.8,99.65,6.38,4.47,Coconut,6.473,1,0,0,1
8.26,9.03,26.32,29.26,95.11,5.54,62.66,Coconut,7.741,1,0,0,1
46.48,4.76,32.44,27.1,93.7,5.55,4.31,Coconut,3.137,0,0,0,1
32.54,5.68,22.0,25.85,90.93,5.86,6.25,Coconut,1.665,1,0,0,1
30.57,24.1,31.33,26.59,90.99,5.56,6.1,Coconut,3.468,0,0,0,1
22.8,7.32,32.29,28.39,99.19,5.56,4.79,Coconut,9.343,0,0,0,1
16.27,14.86,29.84,28.44,91.81,5.57,1.68,Coconut,2.317,1,0,0,1
24.16,11.58,38.52,28.27,96.94,6.07,105.24,Coconut,6.981,0,0,0,1
31.34,6.75,26.18,27.01,96.46,5.63,4.97,Coconut,2.826,0,0,0,1
43.54,19.23,34.7,27.64,99.35,6.38,48.49,Coconut,1.803,1,0,0,1
21.47,14.85,28.31,26.3,99.66,5.69,15.59,Coconut,6.464,1,0,0,1
0.0,16.76,34.23,27.13,95.24,6.23,96.29,Coconut,1.053,1,0,0,1
31.49,23.0,28.11,25.57,97.61,6.44,8.75,Coconut,9.352,0,0,0,1
9.61,17.9,27.69,25.95,93.41,5.84,37.39,Coconut,1.621,1,0,0,1
21.61,12.98,28.79,28.03,95.02,5.96,6.0,Coconut,6.23,1,0,0,1
36.19,5.32,23.02,29.13,91.31,5.74,11.24,Coconut,2.27,1,0,0,1
32.99,5.25,26.55,27.08,97.0,5.95,6.88,Coconut,2.367,1,0,0,1
23.03,6.33,35.14,28.11,90.02,6.39,106.95,Coconut,9.364,1,0,0,1
0.89,7.47,26.07,27.51,94.19,5.56,3.68,Coconut,4.457,0,0,0,1
25.49,15.02,38.59,27.64,95.49,5.86,68.44,Coconut,5.788,1,0,0,1
8.02,9.02,22.69,29.01,94.01,6.28,29.18,Coconut,9.047,0,0,0,1
39.38,24.21,30.57,26.58,95.79,6.25,6.48,Coconut,3.193,1,0,0,1
39.79,24.04,37.03,28.29,97.0,5.97,5.28,Coconut,5.37,1,0,0,1
9.15,7.0,28.98,28.69,96.65,6.08,12.86,Coconut,2.581,1,0,0,1
15.01,13.83,26.73,29.71,96.3,6.37,5.66,Coconut,6.504,1,0,0,1
34.53,14.87,33.27,27.15,96.66,6.03,7.71,Coconut,3.151,0,0,0,1
19.17,6.45,34.13,29.29,91.96,5.87,70.84,Coconut,9.781,0,0,0,1
28.07,13.12,37.12,25.07,93.31,6.21,36.66,Coconut,6.86,1,0,0,1
39.84,13.24,24.28,26.92,91.2,5.57,7.0,Coconut,1.602,0,0,0,1
8.09,6.27,29.47,28.28,93.65,6.1,2.69,Coconut,2.793,1,0,0,1
20.23,5.17,39.51,29.18,92.73,6.03,8.38,Coconut,5.76,1,0,0,1
31.37,27.73,38.39,28.36,91.65,5.54,36.65,Coconut,2.493,1,0,0,1
24.09,11.43,35.14,29.38,93.28,6.37,5.83,Coconut,7.893,1,0,0,1
26.8,13.59,25.04,25.39,98.09,5.58,165.65,Coconut,8.483,0,0,0,1
29.75,25.34,28.14,26.31,98.62,5.8,8.27,Coconut,4.684,0,0,0,1
12.29,24.72,36.18,29.53,91.91,6.12,134.13,Coconut,4.874,1,0,0,1
24.35,18.65,34.09,28.83,92.17,6.0,72.43,Coconut,5.528,1,0,0,1
46.25,4.94,33.19,28.48,97.77,5.82,57.91,Coconut,1.7,0,0,0,1
15.53,10.32,26.6,28.74,93.4,5.62,35.65,Coconut,9.254,0,0,0,1
35.28,35.73,37.29,25.01,95.59,6.0,67.44,Coconut,7.588,1,0,0,1
32.61,10.88,32.35,29.87,91.15,6.31,190.19,Coconut,3.967,1,0,0,1
37.54,6.84,23.32,27.54,94.59,6.36,18.74,Coconut,5.852,0,0,0,1
28.39,20.76,30.55,26.52,98.38,5.59,73.32,Coconut,9.241,0,0,0,1
6.05,15.43,33.84,25.04,95.9,6.18,2.98,Coconut,6.832,0,0,0,1
26.56,20.12,23.71,29.2,95.67,5.96,2.37,Coconut,8.651,0,0,0,1
32.68,17.87,37.82,27.06,91.11,5.68,36.09,Coconut,1.933,1,0,0,1
15.93,23.0,25.09,26.19,96.97,5.61,6.63,Coconut,7.581,1,0,0,1
14.92,22.26,29.45,27.59,92.49,6.21,199.89,Coconut,2.2,1,0,0,1
6.01,17.45,33.89,25.76,94.66,5.76,38.64,Coconut,9.388,0,0,0,1
22.78,27.11,28.35,28.88,95.11,6.2,6.12,Coconut,1.469,1,0,0,1
40.07,27.84,23.42,26.51,94.48,6.14,9.71,Coconut,4.831,0,0,0,1
26.4,6.94,24.52,26.87,91.73,6.1,29.66,Coconut,7.033,0,0,0,1
9.65,20.39,27.43,27.57,94.9,5.71,42.69,Coconut,6.404,0,0,0,1
0.0,32.22,25.78,28.06,98.37,5.87,22.83,Coconut,8.557,1,0,0,1
27.23,10.22,28.77,29.52,92.56,6.46,46.47,Coconut,4.4,0,0,0,1
35.34,11.46,27.34,28.96,95.16,6.17,43.72,Coconut,1.113,0,0,0,1
20.76,23.36,28.31,25.1,92.36,6.05,1.95,Coconut,5.386,1,0,0,1
26.22,33.43,34.33,27.19,92.2,6.14,9.23,Coconut,5.465,1,0,0,1
15.78,26.98,25.8,29.03,90.79,5.89,72.19,Coconut,7.921,1,0,0,1
0.97,10.19,30.54,27.75,95.95,5.56,3.14,Coconut,2.532,1,0,0,1
4.91,11.55,30.37,27.31,99.97,5.83,8.54,Coconut,9.872,1,0,0,1
14.98,29.84,35.81,28.84,99.64,6.22,5.69,Coconut,1.538,0,0,0,1
30.43,20.75,25.96,26.61,96.97,6.14,3.99,Coconut,6.573,1,0,0,1
2.58,22.2,30.05,29.7,95.66,6.08,7.28,Coconut,8.411,0,0,0,1
9.18,22.2,22.77,25.55,91.64,5.7,73.89,Coconut,3.586,1,0,0,1
19.28,30.68,25.13,26.38,91.5,5.55,5.8,Coconut,7.546,1,0,0,1
29.17,19.09,31.55,27.46,92.91,5.84,2.29,Coconut,9.728,0,0,0,1
0.98,6.31,34.4,27.02,95.72,6.23,4.38,Coconut,3.602,0,0,0,1
27.01,33.12,36.71,28.99,90.74,5.72,114.52,Coconut,1.142,1,0,0,1
23.49,7.53,27.97,26.11,91.52,5.85,7.72,Coconut,6.541,0,0,0,1
0.0,22.14,28.97,25.07,95.02,5.55,5.88,Coconut,2.736,1,0,0,1
42.96,6.03,26.22,25.55,96.93,6.16,149.96,Coconut,7.879,0,0,0,1
23.02,14.09,30.12,28.57,95.68,6.44,37.85,Coconut,9.948,1,0,0,1
35.28,5.46,26.79,26.07,96.7,5.98,1.95,Coconut,5.137,1,0,0,1
0.0,20.1,27.01,25.52,94.38,6.27,26.19,Coconut,9.373,1,0,0,1
28.02,7.76,35.15,25.95,94.74,6.47,35.25,Coconut,9.552,1,0,0,1
29.92,31.44,40.71,28.3,95.41,6.14,7.11,Coconut,8.292,0,0,0,1
21.71,24.65,29.54,29.57,91.41,5.83,26.63,Coconut,8.801,1,0,0,1
30.48,12.33,30.02,29.7,95.21,6.34,44.52,Coconut,1.243,1,0,0,1
20.31,29.72,30.01,26.14,93.28,6.07,52.09,Coconut,3.812,1,0,0,1
2.29,31.62,34.23,26.0,94.8,6.33,1.54,Coconut,2.863,0,0,0,1
35.6,11.2,21.68,27.15,91.49,6.41,16.04,Coconut,8.714,1,0,0,1
8.94,12.12,27.22,28.97,98.1,5.5,124.95,Coconut,5.625,1,0,0,1
17.98,10.55,31.84,26.14,96.39,6.34,73.93,Coconut,9.498,0,0,0,1
8.37,25.26,34.06,25.52,94.33,6.02,3.38,Coconut,9.497,1,0,0,1
40.67,19.22,27.43,27.56,99.98,5.74,5.93,Coconut,7.9,0,0,0,1
26.28,9.66,34.58,27.81,97.48,6.47,48.67,Coconut,2.706,0,0,0,1
20.37,18.42,27.54,25.6,99.72,5.86,9.98,Coconut,4.622,1,0,0,1
2.86,10.16,35.91,26.92,99.85,6.32,183.55,Coconut,1.084,0,0,0,1
21.49,17.7,32.14,29.18,90.27,6.01,4.56,Coconut,7.832,1,0,0,1
29.77,8.25,30.5,26.45,98.3,6.01,43.99,Coconut,2.671,0,0,0,1
20.89,7.62,33.84,28.44,95.88,5.67,1.97,Coconut,1.998,1,0,0,1
24.66,22.52,28.18,28.94,93.0,5.76,12.47,Coconut,3.076,0,0,0,1
23.28,23.19,21.55,26.45,93.45,5.9,34.7,Coconut,4.521,1,0,0,1
32.95,4.02,32.0,25.79,93.84,5.78,9.56,Coconut,3.739,0,0,0,1
18.68,29.6,24.91,26.93,98.8,5.67,78.86,Coconut,3.895,1,0,0,1
134.0,48.16,23.02,24.4,79.2,7.23,8.6,Chili,1.862,1,0,1,0
123.09,33.01,19.69,23.1,84.86,6.93,183.35,Chili,1.574,1,0,1,0
95.78,48.75,18.51,23.97,76.98,7.63,24.5,Chili,0.938,0,0,1,0
132.51,47.22,24.7,24.89,75.62,6.83,70.13,Chili,0.741,1,0,1,0
133.11,39.84,21.0,25.36,83.63,6.18,38.32,Chili,1.148,0,0,1,0
123.84,49.93,19.59,24.69,81.74,6.63,1.37,Chili,1.295,1,0,1,0
118.64,41.83,19.25,25.0,80.54,7.26,53.93,Chili,0.452,0,0,1,0
126.77,44.99,21.57,22.46,81.31,6.44,88.92,Chili,0.913,1,0,1,0
127.53,49.18,15.57,23.61,79.3,7.72,131.65,Chili,0.651,0,0,1,0
140.0,59.41,22.92,24.58,79.12,5.95,21.62,Chili,1.557,0,0,1,0
103.79,42.33,24.12,23.09,83.56,7.23,1.08,Chili,0.651,1,0,1,0
126.23,64.46,18.26,23.5,83.63,6.22,6.66,Chili,1.003,1,0,1,0
130.95,34.31,16.1,24.15,75.88,6.02,22.37,Chili,0.495,1,0,1,0
102.07,50.45,20.44,24.69,84.84,6.25,21.28,Chili,0.47,1,0,1,0
108.18,43.21,25.6,24.48,84.45,6.19,48.06,Chili,1.26,1,0,1,0
131.16,35.83,16.59,24.49,82.24,7.06,8.67,Chili,0.529,1,0,1,0
129.28,41.73,15.45,23.48,81.73,6.72,150.15,Chili,1.266,0,0,1,0
105.47,48.86,17.96,24.19,76.04,6.43,19.02,Chili,1.602,1,0,1,0
116.86,36.01,23.52,25.01,78.18,7.45,9.97,Chili,1.338,0,0,1,0
111.83,54.62,15.38,25.99,77.05,7.37,7.81,Chili,1.995,1,0,1,0
130.92,35.25,23.78,23.66,81.69,7.35,52.12,Chili,0.438,1,0,1,0
101.71,57.41,17.44,25.67,81.38,6.65,8.76,Chili,0.888,1,0,1,0
111.66,43.15,24.84,22.05,84.63,6.14,55.45,Chili,0.902,1,0,1,0
108.63,42.09,22.39,22.42,84.56,7.32,149.24,Chili,0.352,1,0,1,0
133.17,36.65,22.07,25.03,82.21,7.95,54.37,Chili,0.717,0,0,1,0
114.77,65.41,21.08,23.53,77.22,6.21,2.02,Chili,0.344,1,0,1,0
102.23,44.13,19.07,22.77,82.6,6.63,7.9,Chili,1.627,0,0,1,0
135.98,48.32,19.97,25.5,79.98,7.31,7.39,Chili,1.31,0,0,1,0
133.37,32.21,14.26,25.25,83.46,5.9,6.41,Chili,1.487,1,0,1,0
104.68,39.11,19.54,22.78,77.51,7.24,8.48,Chili,0.707,0,0,1,0
125.21,43.78,24.31,23.37,77.43,7.98,28.01,Chili,1.517,1,0,1,0
115.18,46.78,21.91,24.87,78.22,5.98,1.88,Chili,0.512,1,0,1,0
134.25,56.79,17.89,24.14,84.52,6.79,49.95,Chili,0.341,1,0,1,0
106.04,35.47,18.64,25.03,79.04,7.39,1.43,Chili,1.671,1,0,1,0
139.74,49.42,16.51,23.66,84.48,6.49,96.17,Chili,0.979,0,0,1,0
123.18,52.09,14.78,25.54,84.09,7.18,3.51,Chili,1.57,1,0,1,0
102.55,39.14,25.69,22.0,79.47,7.39,6.96,Chili,1.438,1,0,1,0
102.1,37.74,17.33,23.64,78.13,6.11,41.95,Chili,1.388,1,0,1,0
103.82,47.76,20.41,23.96,78.03,6.42,151.28,Chili,0.795,1,0,1,0
128.85,49.51,16.97,24.65,75.64,6.31,52.95,Chili,0.627,1,0,1,0
98.46,50.14,16.85,24.3,84.88,6.93,28.02,Chili,1.878,0,0,1,0
129.46,40.24,21.01,24.29,81.02,7.81,6.08,Chili,0.279,1,0,1,0
99.62,43.76,17.69,24.29,84.62,6.53,11.14,Chili,1.449,0,0,1,0
138.83,49.85,25.1,25.72,81.2,7.57,1.99,Chili,1.775,0,0,1,0
118.09,40.06,18.14,24.88,76.3,7.04,110.7,Chili,0.672,1,0,1,0
101.34,40.95,22.69,22.61,77.34,7.21,22.27,Chili,1.935,1,0,1,0
131.03,37.76,19.23,23.87,75.68,6.81,1.79,Chili,1.218,1,0,1,0
107.48,37.34,25.19,23.41,76.44,7.44,76.02,Chili,0.425,0,0,1,0
111.96,41.65,17.85,24.96,81.32,6.85,4.62,Chili,0.947,1,0,1,0
103.09,48.57,14.67,25.17,80.3,7.88,47.35,Chili,0.886,1,0,1,0
139.25,36.96,17.29,22.73,77.08,6.01,36.69,Chili,0.855,1,0,1,0
108.02,42.23,18.12,22.45,76.26,7.43,11.59,Chili,0.912,0,0,1,0
118.22,53.8,15.26,23.05,75.54,6.5,99.96,Chili,0.622,0,0,1,0
116.48,36.73,20.11,25.29,75.67,6.21,3.7,Chili,1.934,1,0,1,0
109.71,46.67,18.04,22.96,82.34,6.36,9.92,Chili,0.804,1,0,1,0
104.56,50.23,19.63,22.8,84.15,7.05,6.64,Chili,1.515,1,0,1,0
138.35,58.31,20.55,23.54,75.98,7.95,3.87,Chili,0.589,1,0,1,0
130.5,51.04,20.03,24.41,80.8,6.28,178.04,Chili,1.355,1,0,1,0
110.81,50.35,20.25,22.94,75.37,6.11,91.32,Chili,0.816,1,0,1,0
104.49,39.45,23.28,25.54,81.14,6.75,77.16,Chili,1.425,0,0,1,0
135.5,65.19,17.8,25.32,81.79,7.43,5.06,Chili,0.658,1,0,1,0
107.04,46.57,16.24,22.43,81.53,6.75,1.13,Chili,0.323,1,0,1,0
125.31,41.49,21.88,25.79,75.01,7.64,24.81,Chili,1.788,0,0,1,0
117.63,49.91,25.84,25.69,77.91,6.47,9.38,Chili,1.571,1,0,1,0
123.55,41.67,16.0,22.15,82.86,7.09,8.71,Chili,0.7,1,0,1,0
117.23,62.41,18.3,25.07,82.5,6.52,9.53,Chili,0.239,1,0,1,0
130.87,57.11,25.44,22.22,76.18,6.13,54.6,Chili,1.4,1,0,1,0
140.0,53.9,18.12,23.96,76.59,7.99,18.24,Chili,0.837,0,0,1,0
101.99,38.77,16.68,25.4,76.53,7.52,6.23,Chili,1.278,1,0,1,0
92.65,52.29,15.92,23.78,83.04,7.83,180.88,Chili,1.83,1,0,1,0
132.59,49.82,17.25,24.16,76.74,6.44,173.82,Chili,1.21,1,0,1,0
97.54,33.63,24.2,25.31,77.92,5.91,10.59,Chili,0.565,0,0,1,0
113.66,38.43,20.52,22.6,80.35,6.14,5.39,Chili,1.047,1,0,1,0
120.15,53.78,15.36,22.95,78.72,6.04,173.19,Chili,0.541,0,0,1,0
134.05,36.69,21.92,22.74,80.41,7.6,136.7,Chili,0.754,0,0,1,0
131.18,56.34,19.06,23.81,83.92,6.69,89.68,Chili,0.787,1,0,1,0
113.77,48.72,15.34,25.46,81.57,6.18,4.56,Chili,1.618,0,0,1,0
109.6,56.87,15.47,25.97,81.98,7.27,99.22,Chili,1.69,1,0,1,0
131.25,44.18,13.55,25.53,80.05,5.8,28.59,Chili,1.03,0,0,1,0
115.47,44.38,25.74,24.44,81.7,6.76,27.28,Chili,0.243,0,0,1,0
105.56,49.96,25.32,23.04,76.47,6.98,9.79,Chili,1.48,0,0,1,0
110.65,53.55,19.93,23.51,76.73,7.98,5.03,Chili,0.216,1,0,1,0
113.39,64.01,17.41,22.76,76.76,6.56,31.79,Chili,0.651,1,0,1,0
127.31,58.75,15.58,24.71,77.73,7.98,60.87,Chili,1.778,1,0,1,0
93.85,51.63,19.95,23.46,82.45,7.9,33.43,Chili,0.862,1,0,1,0
134.41,39.01,16.14,25.55,77.85,6.73,88.95,Chili,1.798,1,0,1,0
117.18,48.03,22.55,22.08,82.83,6.69,195.62,Chili,0.755,0,0,1,0
113.86,41.93,22.93,24.69,78.51,7.84,9.83,Chili,1.272,1,0,1,0
121.66,39.65,22.63,25.85,84.17,6.61,4.72,Chili,0.594,1,0,1,0
123.16,47.93,15.23,22.46,75.41,7.46,4.32,Chili,1.294,1,0,1,0
101.1,44.85,16.14,23.66,77.52,7.29,3.47,Chili,1.169,1,0,1,0
140.0,56.52,19.08,22.01,81.84,7.76,47.64,Chili,1.004,1,0,1,0
113.9,39.37,18.17,24.33,80.13,6.36,10.08,Chili,1.475,1,0,1,0
94.27,38.21,19.4,22.92,82.69,7.64,183.98,Chili,1.324,1,0,1,0
114.32,42.72,20.76,23.44,78.63,6.2,193.13,Chili,0.772,1,0,1,0
109.35,38.21,19.05,22.11,78.58,6.36,50.54,Chili,1.186,1,0,1,0
95.78,53.89,20.41,23.04,76.11,6.91,84.76,Chili,0.702,1,0,1,0
105.63,39.36,17.69,24.55,75.4,7.77,8.85,Chili,1.069,0,0,1,0
109.06,62.76,14.0,23.74,75.78,7.56,45.03,Chili,0.458,1,0,1,0
124.26,64.48,16.09,22.32,83.86,7.29,62.78,Chili,0.611,0,0,1,0
75.96,39.04,31.47,25.52,72.25,6.0,166.58,Coconut,2.612,1,0,0,1
67.12,36.96,40.2,26.59,82.94,6.03,82.78,Coconut,6.609,0,0,0,1
62.97,38.0,42.37,25.3,86.89,7.12,9.67,Coconut,3.635,0,0,0,1
86.85,45.91,33.54,25.72,88.17,6.21,10.78,Coconut,6.949,0,0,0,1
84.5,46.81,34.37,23.58,72.0,6.09,161.71,Coconut,6.283,1,0,0,1
108.15,28.17,32.03,25.31,72.01,6.35,38.5,Coconut,9.077,0,0,0,1
51.97,44.06,45.51,23.42,85.09,6.66,51.92,Coconut,7.502,0,0,0,1
76.89,38.32,40.35,24.36,88.8,6.18,48.82,Coconut,1.955,1,0,0,1
59.31,55.3,39.2,26.28,75.15,7.25,24.4,Coconut,8.564,0,0,0,1
69.71,38.37,32.18,25.14,83.12,6.39,10.32,Coconut,4.962,1,0,0,1
76.72,44.53,36.0,24.89,71.92,7.32,3.16,Coconut,3.73,1,0,0,1
77.82,41.26,51.43,25.76,88.37,6.03,160.45,Coconut,1.996,1,0,0,1
83.01,33.41,41.15,23.13,74.68,6.34,24.66,Coconut,4.124,1,0,0,1
63.66,54.85,32.79,24.99,88.96,7.03,38.0,Coconut,6.016,0,0,0,1
62.17,50.22,41.57,25.22,70.88,7.3,3.14,Coconut,6.397,1,0,0,1
57.98,42.98,35.04,24.4,79.27,7.01,36.14,Coconut,3.435,1,0,0,1
71.88,45.83,36.07,23.31,71.45,7.49,56.73,Coconut,1.897,0,0,0,1
76.77,42.72,43.68,25.73,81.86,6.63,99.52,Coconut,2.114,0,0,0,1
70.53,32.21,42.13,26.97,78.21,6.24,24.2,Coconut,9.13,0,0,0,1
68.13,45.47,30.03,23.7,74.64,6.74,9.22,Coconut,2.207,1,0,0,1
100.85,43.89,34.32,24.9,73.84,6.59,24.36,Coconut,2.989,1,0,0,1
83.98,66.05,33.17,23.4,72.61,7.1,1.1,Coconut,7.68,0,0,0,1
95.23,49.96,45.01,26.87,79.79,6.96,157.85,Coconut,4.127,1,0,0,1
87.34,36.87,43.95,23.14,75.0,7.38,4.77,Coconut,2.483,1,0,0,1
81.73,53.64,40.83,24.29,77.63,6.18,27.06,Coconut,3.592,0,0,0,1
65.62,65.28,37.08,24.39,89.89,6.55,26.95,Coconut,8.499,0,0,0,1
68.77,32.65,39.41,25.76,80.76,6.43,7.85,Coconut,2.902,0,0,0,1
66.62,45.93,42.51,25.49,84.48,6.74,96.1,Coconut,7.559,0,0,0,1
59.85,48.69,41.75,25.37,76.24,6.13,91.08,Coconut,4.984,1,0,0,1
77.67,43.27,48.17,26.21,81.7,6.67,179.89,Coconut,5.771,0,0,0,1
75.68,58.0,37.57,24.31,78.54,6.19,87.67,Coconut,5.803,1,0,0,1
90.2,31.58,40.38,23.77,87.98,6.33,51.49,Coconut,2.842,1,0,0,1
73.25,58.86,35.97,24.8,78.53,7.16,1.56,Coconut,3.555,1,0,0,1
66.5,46.8,41.48,23.21,74.1,7.42,18.98,Coconut,8.745,1,0,0,1
62.7,45.43,37.92,23.67,70.89,6.77,93.82,Coconut,9.363,1,0,0,1
92.81,53.36,47.01,25.12,85.73,6.35,71.72,Coconut,2.709,1,0,0,1
73.88,56.2,46.92,23.89,83.46,6.1,9.0,Coconut,2.762,1,0,0,1
96.47,54.73,44.23,23.09,81.45,6.14,42.27,Coconut,5.938,0,0,0,1
68.7,47.04,32.27,24.22,82.85,7.48,4.94,Coconut,3.496,0,0,0,1
98.84,42.87,44.77,24.06,71.31,6.51,43.18,Coconut,5.855,1,0,0,1
78.99,56.13,39.82,24.85,74.44,6.57,73.43,Coconut,5.748,0,0,0,1
79.82,60.1,40.83,26.42,76.86,7.17,187.07,Coconut,7.721,1,0,0,1
76.29,45.48,38.13,24.89,77.01,7.21,136.62,Coconut,2.292,0,0,0,1
